subcatchment,region,subcat_area,grid_index,grid_weight,x,y
SC #157,BM,142500600.0,127182,0.010505214252710579,151.70000000000005,-26.74999999999997
SC #157,BM,142500600.0,127183,0.001160028890595456,151.75000000000006,-26.749999999999968
SC #681,BM,60359400.0,127204,0.0031918372412996256,152.80000000000007,-26.74999999999997
SC #681,BM,60359400.0,127205,0.00018871098305069052,152.85000000000008,-26.749999999999968
SC #681,BM,60359400.0,127996,0.09861979707372064,152.80000000000007,-26.69999999999996
SC #681,BM,60359400.0,127997,0.38333940650352977,152.85000000000008,-26.69999999999996
SC #681,BM,60359400.0,127998,0.12060969288759951,152.9000000000001,-26.69999999999996
SC #681,BM,60359400.0,128789,0.03132668609478231,152.80000000000007,-26.64999999999995
SC #681,BM,60359400.0,128790,0.34260472387693136,152.85000000000008,-26.649999999999952
SC #681,BM,60359400.0,128791,0.01899654077107108,152.9000000000001,-26.64999999999995
SC #681,BM,60359400.0,129583,0.0011226045680150323,152.85000000000008,-26.599999999999937
SC #156,BM,82346400.0,124808,0.003227463084689314,151.60000000000005,-26.89999999999995
SC #156,BM,82346400.0,124809,0.17691241582561698,151.6500000000001,-26.89999999999995
SC #156,BM,82346400.0,124810,0.1259115794511748,151.70000000000005,-26.89999999999995
SC #156,BM,82346400.0,124811,0.0032457375670293426,151.75000000000006,-26.89999999999995
SC #156,BM,82346400.0,125599,0.040392084480281816,151.6500000000001,-26.84999999999994
SC #156,BM,82346400.0,125600,0.2918835495817647,151.70000000000005,-26.84999999999994
SC #156,BM,82346400.0,125601,0.1817386615681618,151.75000000000006,-26.849999999999937
SC #156,BM,82346400.0,126391,0.024347778702906983,151.70000000000005,-26.79999999999995
SC #156,BM,82346400.0,126392,0.1523407297383743,151.75000000000003,-26.799999999999955
SC #595,BM,58221000.0,126413,0.052744210550501505,152.80000000000007,-26.79999999999995
SC #595,BM,58221000.0,126414,0.04455106384736418,152.85000000000005,-26.799999999999955
SC #595,BM,58221000.0,126415,0.007426651147600048,152.9000000000001,-26.79999999999995
SC #595,BM,58221000.0,127204,0.12780118296999168,152.80000000000007,-26.74999999999997
SC #595,BM,58221000.0,127205,0.47307072329851324,152.85000000000008,-26.749999999999968
SC #595,BM,58221000.0,127206,0.15171275839078105,152.9000000000001,-26.74999999999997
SC #595,BM,58221000.0,127997,0.07604742395051686,152.85000000000008,-26.69999999999996
SC #595,BM,58221000.0,127998,0.06664598584473137,152.9000000000001,-26.69999999999996
SC #10,BU,136022400.0,233088,0.028617244725105295,146.60000000000008,-19.349999999999937
SC #10,BU,136022400.0,233089,0.00315454799841472,146.6500000000001,-19.349999999999934
SC #10,BU,136022400.0,233606,0.05377601235718326,146.60000000000005,-19.299999999999958
SC #10,BU,136022400.0,233607,0.11497628936653621,146.6500000000001,-19.299999999999955
SC #10,BU,136022400.0,233608,0.007193017642224795,146.70000000000002,-19.299999999999955
SC #10,BU,136022400.0,233609,0.08919254942652352,146.75000000000006,-19.299999999999958
SC #10,BU,136022400.0,234123,0.08775698936388965,146.6500000000001,-19.249999999999975
SC #10,BU,136022400.0,234124,0.1819599555570869,146.70000000000005,-19.249999999999975
SC #10,BU,136022400.0,234125,0.18281832554290073,146.75000000000006,-19.24999999999997
SC #10,BU,136022400.0,234635,0.0191877615078907,146.6500000000001,-19.19999999999996
SC #10,BU,136022400.0,234636,0.12084613347733368,146.70000000000005,-19.19999999999996
SC #10,BU,136022400.0,234637,0.11052117303491053,146.75000000000006,-19.199999999999957
SC #100,BU,102420000.0,222477,0.10186837941495169,147.65000000000006,-20.299999999999955
SC #100,BU,102420000.0,222478,0.12533341882148702,147.70000000000005,-20.299999999999955
SC #100,BU,102420000.0,223083,0.19423747405072234,147.65000000000006,-20.24999999999997
SC #100,BU,102420000.0,223084,0.1851247627728572,147.70000000000005,-20.24999999999997
SC #100,BU,102420000.0,223686,0.03287020241321996,147.60000000000005,-20.19999999999996
SC #100,BU,102420000.0,223687,0.24392339679057662,147.65000000000006,-20.199999999999964
SC #100,BU,102420000.0,223688,0.07357403472471405,147.70000000000005,-20.199999999999964
SC #100,BU,102420000.0,224285,0.016004304565722476,147.60000000000005,-20.14999999999995
SC #100,BU,102420000.0,224286,0.02706402644574863,147.65000000000006,-20.14999999999995
SC #1000,BU,59595300.0,195577,0.039341411495071754,146.95000000000005,-22.29999999999995
SC #1000,BU,59595300.0,195578,0.08877331591868438,147.00000000000009,-22.29999999999995
SC #1000,BU,59595300.0,196296,0.03134332388093778,146.90000000000006,-22.24999999999997
SC #1000,BU,59595300.0,196297,0.42100881162089,146.95000000000005,-22.24999999999997
SC #1000,BU,59595300.0,196298,0.2024087497628674,147.00000000000003,-22.24999999999997
SC #1000,BU,59595300.0,197013,0.00041167091665991366,146.90000000000006,-22.19999999999996
SC #1000,BU,59595300.0,197014,0.19616793022940512,146.95000000000005,-22.19999999999996
SC #1000,BU,59595300.0,197015,0.020544786175483713,147.00000000000003,-22.19999999999996
SC #1001,BU,17814600.0,196295,0.04079652260055111,146.8500000000001,-22.24999999999997
SC #1001,BU,17814600.0,196296,0.4800455328870907,146.90000000000006,-22.24999999999997
SC #1001,BU,17814600.0,197013,0.4248321406047978,146.90000000000006,-22.19999999999996
SC #1001,BU,17814600.0,197014,0.05432580390756048,146.95000000000005,-22.19999999999996
SC #1002,BU,101819700.0,194120,0.011897040552067015,146.95000000000005,-22.399999999999945
SC #1002,BU,101819700.0,194121,0.16024749349997042,147.00000000000003,-22.39999999999995
